Id,Credit Score,Income,Employment Status,Debt-to-Income Ratio,Loan Amount,Loan Purpose,Marital Status,Number of Dependents,Residence Status,Previous Loan History,Bank Account Balance,Education Level,Existing Loan Balance,Maximum Loan Limit,Loan Approval Status
2625,463,0,Unemployed,0.1,1810,Education,Single,2,Renter,No Previous Loan,10708,Bachelor,0.0,0,0
2626,800,45277,Employed,0.4,17962,Education,Single,1,Renter,Paid in Full,2194,Bachelor,0.0,22638,1
2627,800,37377,Employed,0.373,13393,Car Purchase,Single,1,Renter,No Previous Loan,21207,Master or above,0.0,18688,1
2628,718,105594,Employed,0.214,16700,Education,Single,2,Owner,Paid in Full,52966,Master or above,0.0,47385,1
2629,639,60931,Employed,0.1,10927,Personal Expenses,Single,0,Renter,No Previous Loan,6194,High School,0.0,24334,1
2630,800,129634,Employed,0.194,4127,Personal Expenses,Single,0,Owner,Paid in Full,41123,High School,0.0,64817,1
2631,800,46113,Self-employed,0.161,70129,Personal Expenses,Single,2,Renter,No Previous Loan,6791,Bachelor,0.0,23056,0
2632,584,48276,Employed,0.1,47816,Home Purchase,Single,2,Living with Parents,Defaulted,22004,Bachelor,4372.592192826203,13248,0
2633,744,90210,Employed,0.229,13518,Car Purchase,Single,0,Renter,Paid in Full,15253,High School,0.0,41947,1
2634,551,26651,Self-employed,0.118,9204,Personal Expenses,Married,1,Renter,Paid in Full,5983,High School,0.0,9177,0
2635,627,32707,Employed,0.129,8154,Car Purchase,Single,2,Renter,No Previous Loan,6942,Bachelor,0.0,12817,0
2636,511,0,Unemployed,0.18,1130,Personal Expenses,Single,3,Renter,No Previous Loan,5323,Bachelor,0.0,0,0
2637,758,33394,Self-employed,0.143,21367,Car Purchase,Married,2,Owner,Paid in Full,3537,Bachelor,0.0,15820,1
2638,686,0,Unemployed,0.4,32732,Personal Expenses,Single,3,Renter,No Previous Loan,13383,Bachelor,0.0,0,0
2639,725,152720,Self-employed,0.146,17217,Home Purchase,Single,2,Living with Parents,Paid in Full,5366,Bachelor,0.0,69201,1
2640,676,29887,Employed,0.244,13759,Car Purchase,Single,2,Living with Parents,Paid in Full,14342,Bachelor,0.0,12627,0
2641,572,65785,Employed,0.215,17140,Personal Expenses,Married,1,Renter,No Previous Loan,35319,High School,0.0,23518,1
2642,740,62108,Self-employed,0.235,6390,Personal Expenses,Married,2,Renter,Paid in Full,10746,Bachelor,0.0,28724,1
2643,670,14717,Employed,0.243,9102,Education,Single,1,Renter,Paid in Full,6412,Bachelor,1242.267225677178,4920,0
2644,800,52493,Employed,0.288,12701,Home Purchase,Single,3,Renter,Paid in Full,26158,High School,0.0,26246,1
2645,690,75079,Employed,0.227,30106,Personal Expenses,Married,1,Renter,No Previous Loan,5362,Bachelor,0.0,32377,1
2646,691,0,Unemployed,0.222,59555,Education,Single,0,Renter,No Previous Loan,13241,High School,0.0,0,0
2647,800,94264,Employed,0.206,11928,Home Purchase,Divorced,2,Renter,Paid in Full,479,High School,0.0,47132,1
2648,800,49432,Employed,0.186,5276,Car Purchase,Single,1,Renter,Paid in Full,23901,High School,0.0,24716,1
2649,800,85678,Employed,0.109,15544,Education,Single,1,Renter,Paid in Full,20681,Master or above,0.0,42839,1
2650,652,42507,Employed,0.194,112116,Car Purchase,Single,1,Renter,Paid in Full,995,High School,0.0,17321,0
2651,669,29639,Employed,0.224,5756,Personal Expenses,Single,2,Renter,Paid in Full,4115,Bachelor,0.0,12392,0
2652,701,31358,Employed,0.24,36375,Car Purchase,Single,0,Renter,Paid in Full,3272,High School,0.0,13738,1
2653,700,28884,Employed,0.218,57054,Education,Married,1,Renter,Paid in Full,7907,Bachelor,0.0,12636,1
2654,524,99398,Self-employed,0.177,10464,Home Purchase,Single,0,Renter,Defaulted,2385,High School,2788.936526255515,29763,0
2655,767,28136,Employed,0.194,7443,Education,Single,3,Living with Parents,Paid in Full,11050,Bachelor,0.0,13487,1
2656,800,68811,Self-employed,0.145,26655,Home Purchase,Single,1,Renter,No Previous Loan,62765,High School,0.0,34405,1
2657,474,52529,Self-employed,0.231,21354,Home Purchase,Married,3,Renter,Defaulted,9714,High School,69331.0993434033,0,0
2658,646,56998,Employed,0.178,30048,Home Purchase,Single,1,Renter,Defaulted,32793,Bachelor,565.1200443634602,22447,0
2659,800,118646,Employed,0.218,119314,Home Purchase,Single,1,Renter,Paid in Full,10604,Bachelor,0.0,59323,1
2660,588,48189,Employed,0.3,17727,Home Purchase,Single,1,Living with Parents,No Previous Loan,2378,Bachelor,0.0,17709,0
2661,705,81462,Self-employed,0.129,4553,Car Purchase,Single,0,Owner,Paid in Full,8607,Bachelor,0.0,35894,1
2662,734,61137,Employed,0.26,16033,Home Purchase,Married,5,Renter,No Previous Loan,976,Bachelor,0.0,28046,1
2663,605,55608,Employed,0.203,19098,Home Purchase,Single,1,Renter,No Previous Loan,11953,High School,0.0,21026,0
2664,785,189488,Employed,0.4,53261,Personal Expenses,Single,0,Renter,No Previous Loan,7717,High School,0.0,92967,1
2665,639,29185,Employed,0.178,12320,Car Purchase,Divorced,4,Living with Parents,No Previous Loan,61964,High School,0.0,11655,0
2666,800,114309,Employed,0.27,9964,Car Purchase,Single,0,Owner,Paid in Full,19292,High School,0.0,57154,1
2667,800,83308,Employed,0.202,3807,Home Purchase,Married,2,Renter,No Previous Loan,8259,Bachelor,0.0,41654,1
2668,682,47208,Self-employed,0.1,25931,Education,Married,1,Renter,No Previous Loan,5201,High School,0.0,20122,0
2669,750,135504,Employed,0.148,426775,Education,Single,1,Renter,Paid in Full,16044,Master or above,0.0,63517,1
2670,524,23814,Employed,0.288,12006,Car Purchase,Single,2,Living with Parents,No Previous Loan,289,Bachelor,0.0,7799,0
2671,738,46222,Employed,0.157,23570,Car Purchase,Married,2,Renter,No Previous Loan,11079,Bachelor,0.0,21319,1
2672,670,32789,Self-employed,0.1,8673,Personal Expenses,Single,0,Owner,No Previous Loan,6986,High School,0.0,13730,0
2673,614,73728,Employed,0.197,4165,Personal Expenses,Single,0,Renter,Paid in Full,7687,High School,0.0,28293,1
2674,618,34391,Self-employed,0.1,23156,Personal Expenses,Single,0,Renter,No Previous Loan,4894,Master or above,0.0,13283,0
2675,752,74505,Employed,0.213,15428,Home Purchase,Single,2,Owner,Defaulted,52607,High School,39989.40621735744,0,1
2676,581,54659,Employed,0.355,1380,Education,Single,2,Renter,No Previous Loan,10496,High School,0.0,19848,0
2677,800,47212,Employed,0.277,75044,Home Purchase,Single,1,Owner,Paid in Full,30317,High School,0.0,23606,1
2678,800,72869,Employed,0.354,22737,Education,Single,1,Renter,No Previous Loan,6282,High School,0.0,36434,1
2679,800,52459,Employed,0.144,16150,Car Purchase,Married,1,Renter,Paid in Full,6153,Bachelor,0.0,26229,1
2680,586,34814,Employed,0.186,9836,Car Purchase,Single,1,Living with Parents,No Previous Loan,40500,High School,0.0,12750,0
2681,800,243479,Self-employed,0.1,22496,Education,Single,2,Owner,Paid in Full,22052,Master or above,0.0,121739,1
2682,742,47028,Employed,0.132,23557,Personal Expenses,Single,4,Living with Parents,No Previous Loan,5691,High School,0.0,21809,1
2683,613,19797,Employed,0.107,22406,Personal Expenses,Single,1,Renter,No Previous Loan,26835,Master or above,0.0,7584,0
2684,800,39381,Employed,0.1,43643,Home Purchase,Single,1,Owner,No Previous Loan,3206,Bachelor,0.0,19690,1
2685,653,31839,Employed,0.337,54779,Personal Expenses,Single,1,Renter,No Previous Loan,29852,Bachelor,0.0,12994,0
2686,714,90687,Employed,0.1,111457,Personal Expenses,Single,0,Living with Parents,No Previous Loan,18804,High School,0.0,40469,1
2687,800,70468,Employed,0.337,6496,Home Purchase,Married,2,Owner,No Previous Loan,9162,Master or above,0.0,35234,1
2688,622,73237,Employed,0.325,8453,Car Purchase,Single,0,Owner,No Previous Loan,13478,Bachelor,0.0,28470,1
2689,800,49865,Employed,0.25,21525,Personal Expenses,Single,0,Renter,Paid in Full,3504,Bachelor,0.0,24932,1
2690,722,52178,Employed,0.1,6882,Car Purchase,Divorced,0,Renter,Paid in Full,6942,Master or above,1325.5912567541782,22219,1
2691,699,49843,Employed,0.1,8085,Education,Single,1,Renter,No Previous Loan,39107,High School,0.0,21775,1
2692,800,57612,Employed,0.145,24125,Education,Single,2,Owner,Paid in Full,33304,Bachelor,0.0,28806,1
2693,670,91104,Employed,0.263,36925,Personal Expenses,Married,1,Renter,No Previous Loan,3627,Bachelor,0.0,38149,1
2694,462,0,Unemployed,0.2,53730,Personal Expenses,Single,1,Renter,Paid in Full,14614,Master or above,0.0,0,0
2695,698,77045,Employed,0.1,12371,Home Purchase,Married,1,Renter,No Previous Loan,1997,Master or above,0.0,33610,1
2696,552,77024,Employed,0.315,23836,Car Purchase,Single,2,Living with Parents,No Previous Loan,42413,High School,0.0,26573,1
2697,773,93369,Employed,0.368,19121,Car Purchase,Married,2,Renter,Defaulted,13539,Bachelor,3977.9588619996966,41130,1
2698,475,69298,Self-employed,0.177,15267,Home Purchase,Single,0,Renter,Defaulted,6310,Master or above,18511.645390840033,2061,0
2699,734,71791,Self-employed,0.211,6632,Car Purchase,Married,2,Renter,Defaulted,1024,High School,11002.615275669847,21931,1
2700,800,108716,Employed,0.1,5840,Personal Expenses,Married,2,Renter,Paid in Full,8687,High School,0.0,54358,1
2701,665,0,Unemployed,0.159,29216,Personal Expenses,Single,2,Owner,No Previous Loan,85862,Bachelor,0.0,0,0
2702,594,39113,Employed,0.251,6522,Personal Expenses,Married,2,Living with Parents,No Previous Loan,7381,Bachelor,0.0,14520,0
2703,770,33161,Employed,0.235,2537,Home Purchase,Single,1,Owner,No Previous Loan,13319,High School,0.0,15958,1
2704,622,65746,Self-employed,0.149,14531,Personal Expenses,Married,1,Living with Parents,No Previous Loan,7579,Bachelor,0.0,25558,0
2705,679,23747,Self-employed,0.173,64282,Education,Married,2,Renter,Paid in Full,5827,Master or above,0.0,10077,0
2706,665,75597,Employed,0.155,916,Home Purchase,Married,1,Renter,Paid in Full,14867,High School,0.0,31420,1
2707,669,56812,Employed,0.172,11242,Car Purchase,Single,2,Living with Parents,Paid in Full,45674,High School,1815.82691032562,21938,0
2708,800,105812,Employed,0.242,29466,Personal Expenses,Married,4,Renter,Paid in Full,15477,Master or above,0.0,52906,1
2709,629,42879,Employed,0.1,2421,Car Purchase,Married,1,Renter,No Previous Loan,10459,High School,0.0,16856,0
2710,800,54200,Self-employed,0.193,12118,Personal Expenses,Single,1,Renter,No Previous Loan,6246,Bachelor,0.0,27100,1
2711,800,105156,Employed,0.235,4799,Education,Single,1,Renter,Paid in Full,11485,Bachelor,582.9903357695412,51995,1
2712,731,119810,Employed,0.143,5478,Car Purchase,Married,4,Renter,Paid in Full,5941,High School,0.0,54738,1
2713,760,42702,Employed,0.152,10030,Home Purchase,Married,1,Owner,No Previous Loan,7742,High School,0.0,20283,1
2714,525,65708,Employed,0.155,4878,Home Purchase,Married,3,Renter,No Previous Loan,25329,Bachelor,0.0,21560,1
2715,482,69515,Employed,0.152,4489,Education,Single,1,Renter,Defaulted,14688,Bachelor,65303.95510825332,0,0
2716,630,72325,Employed,0.201,14137,Education,Single,0,Renter,Defaulted,9497,High School,27636.583482284437,841,0
2717,568,0,Unemployed,0.213,139099,Education,Married,1,Renter,Paid in Full,1685,Bachelor,0.0,0,0
2718,411,113867,Self-employed,0.1,32001,Education,Single,0,Renter,No Previous Loan,6941,Master or above,0.0,29249,0
2719,693,23324,Employed,0.265,41205,Personal Expenses,Single,1,Renter,Paid in Full,60707,Bachelor,0.0,10102,1
2720,662,48607,Self-employed,0.171,33291,Car Purchase,Married,1,Renter,No Previous Loan,25172,High School,0.0,20111,0
2721,800,75061,Self-employed,0.393,7467,Education,Single,1,Renter,Paid in Full,28106,Bachelor,0.0,37530,1
2722,583,75411,Self-employed,0.1,20468,Education,Single,0,Renter,No Previous Loan,4511,High School,0.0,27477,0
2723,619,118004,Employed,0.113,44958,Home Purchase,Single,2,Living with Parents,No Previous Loan,51123,Bachelor,0.0,45652,1
2724,690,109230,Employed,0.18,34342,Personal Expenses,Single,1,Living with Parents,No Previous Loan,4487,Bachelor,0.0,47105,1
2725,800,52017,Employed,0.241,18221,Personal Expenses,Married,1,Renter,Paid in Full,11679,High School,0.0,26008,1
2726,708,114925,Employed,0.1,25231,Home Purchase,Married,1,Renter,Paid in Full,4297,High School,2603.255081784891,48251,1
2727,760,41985,Employed,0.117,176077,Personal Expenses,Married,1,Living with Parents,Paid in Full,45659,High School,0.0,19942,1
2728,658,95563,Employed,0.259,34726,Personal Expenses,Single,0,Renter,No Previous Loan,19508,High School,0.0,39300,1
2729,800,148354,Employed,0.105,10945,Personal Expenses,Married,2,Owner,No Previous Loan,34265,High School,0.0,74177,1
2730,800,110147,Self-employed,0.337,13929,Car Purchase,Married,2,Owner,Paid in Full,735,High School,0.0,55073,1
2731,800,63258,Employed,0.155,5227,Personal Expenses,Married,2,Owner,No Previous Loan,12437,High School,0.0,31629,1
2732,654,50828,Employed,0.11,156818,Home Purchase,Divorced,1,Renter,Defaulted,3468,Bachelor,19101.641557644245,1674,0
2733,657,0,Unemployed,0.261,74583,Education,Single,1,Owner,No Previous Loan,9928,Bachelor,0.0,0,0
2734,712,0,Unemployed,0.361,16301,Home Purchase,Married,2,Renter,No Previous Loan,1267,Bachelor,0.0,0,0
2735,539,34354,Self-employed,0.242,132803,Car Purchase,Single,1,Renter,Paid in Full,3788,Bachelor,0.0,11573,0
2736,300,0,Unemployed,0.326,28231,Personal Expenses,Single,1,Renter,Defaulted,3610,High School,86288.40444943428,0,0
2737,800,33081,Employed,0.368,9749,Personal Expenses,Single,0,Owner,Defaulted,1953,Master or above,180661.88868961448,0,1
2738,710,0,Unemployed,0.108,37132,Personal Expenses,Single,1,Renter,Paid in Full,6126,Bachelor,0.0,0,0
2739,622,59166,Employed,0.294,22347,Car Purchase,Married,2,Renter,Paid in Full,28746,High School,4786.427837527404,18214,0
2740,800,68796,Employed,0.1,34671,Personal Expenses,Divorced,0,Renter,Paid in Full,12666,High School,0.0,34398,1
2741,800,44437,Employed,0.242,3815,Car Purchase,Married,3,Living with Parents,Paid in Full,3759,High School,0.0,22218,1
2742,800,102410,Employed,0.193,6670,Home Purchase,Married,2,Living with Parents,Paid in Full,8629,Bachelor,0.0,51205,1
2743,705,54067,Employed,0.324,66454,Education,Married,3,Owner,No Previous Loan,10654,High School,0.0,23823,1
2744,599,40466,Employed,0.317,81547,Car Purchase,Married,2,Renter,Paid in Full,28832,High School,2767.597672830833,12381,0
2745,800,67187,Self-employed,0.257,61754,Home Purchase,Single,0,Owner,Paid in Full,33226,High School,0.0,33593,1
2746,599,160151,Employed,0.23,137923,Personal Expenses,Married,2,Renter,Defaulted,10891,Master or above,8656.335376740797,51300,1
2747,554,70946,Employed,0.251,26720,Education,Married,2,Renter,No Previous Loan,11260,Bachelor,0.0,24565,1
2748,540,50044,Self-employed,0.206,24906,Personal Expenses,Married,2,Living with Parents,No Previous Loan,43734,High School,0.0,16889,0
2749,700,27955,Employed,0.194,6018,Education,Married,2,Renter,No Previous Loan,2255,Master or above,0.0,12230,1
2750,648,53765,Employed,0.344,8394,Home Purchase,Single,0,Renter,Paid in Full,6525,High School,0.0,21774,0
2751,600,67478,Employed,0.356,2054,Home Purchase,Single,0,Renter,No Previous Loan,2317,Bachelor,0.0,25304,1
2752,742,49429,Employed,0.186,10876,Personal Expenses,Single,2,Renter,No Previous Loan,4444,Master or above,0.0,22922,1
2753,686,26092,Employed,0.224,1914,Home Purchase,Single,1,Living with Parents,No Previous Loan,37876,Bachelor,0.0,11186,1
2754,558,0,Unemployed,0.208,44212,Education,Married,3,Living with Parents,No Previous Loan,26087,High School,0.0,0,0
2755,765,124165,Employed,0.1,22119,Home Purchase,Married,3,Renter,No Previous Loan,6537,Bachelor,0.0,59366,1
2756,800,122896,Employed,0.166,1977,Education,Single,4,Renter,No Previous Loan,4849,Bachelor,0.0,61448,1
2757,637,38514,Self-employed,0.36,12406,Home Purchase,Single,0,Living with Parents,No Previous Loan,12024,Bachelor,0.0,15333,0
2758,300,83992,Self-employed,0.125,107308,Home Purchase,Married,2,Living with Parents,No Previous Loan,17951,High School,0.0,15748,0
2759,631,33283,Employed,0.4,13228,Personal Expenses,Single,2,Living with Parents,No Previous Loan,8163,Bachelor,0.0,13125,0
2760,800,121086,Employed,0.317,5527,Car Purchase,Single,0,Renter,No Previous Loan,10925,High School,0.0,60543,1
2761,800,67827,Employed,0.24,2515,Education,Single,0,Owner,Paid in Full,17935,Bachelor,937.3096922887402,32976,1
2762,681,96463,Employed,0.256,2591,Personal Expenses,Single,2,Renter,No Previous Loan,8945,High School,0.0,41057,1
2763,667,25452,Employed,0.108,25626,Personal Expenses,Married,2,Renter,Paid in Full,19117,Master or above,0.0,10610,0
2764,741,84197,Employed,0.173,9719,Car Purchase,Married,1,Owner,Paid in Full,19418,Master or above,0.0,38993,1
2765,670,0,Unemployed,0.344,10559,Personal Expenses,Married,3,Renter,Paid in Full,8841,Bachelor,0.0,0,0
2766,461,91863,Employed,0.139,9760,Personal Expenses,Single,1,Living with Parents,No Previous Loan,11801,Bachelor,0.0,26468,1
2767,797,94800,Employed,0.306,13037,Education,Married,3,Renter,No Previous Loan,9662,Master or above,0.0,47222,1
2768,799,62006,Employed,0.1,4396,Personal Expenses,Single,2,Owner,No Previous Loan,13391,Bachelor,0.0,30964,1
2769,681,44430,Employed,0.1,20576,Personal Expenses,Single,1,Owner,Paid in Full,6185,Master or above,0.0,18910,1
2770,488,88605,Employed,0.39,3615,Personal Expenses,Single,1,Living with Parents,Defaulted,23255,High School,10237.602365456694,16786,0
2771,558,58222,Employed,0.199,7044,Car Purchase,Single,2,Renter,No Previous Loan,5898,High School,0.0,20304,0
2772,666,38781,Self-employed,0.146,41218,Personal Expenses,Single,0,Renter,Paid in Full,11991,High School,0.0,16142,0
2773,703,37874,Employed,0.336,21851,Home Purchase,Married,1,Renter,Paid in Full,1316,Bachelor,2690.6969081188367,13950,1
2774,715,28667,Employed,0.325,29776,Personal Expenses,Single,2,Renter,Paid in Full,11717,Bachelor,0.0,12810,1
2775,772,46488,Employed,0.292,128822,Home Purchase,Single,0,Renter,Paid in Full,21547,Master or above,1068.3589926318848,21362,1
2776,662,104135,Employed,0.143,14131,Car Purchase,Married,2,Renter,No Previous Loan,3827,High School,0.0,43085,1
2777,621,65579,Employed,0.171,15325,Personal Expenses,Married,1,Renter,Paid in Full,1536,Bachelor,0.0,25452,1
2778,744,46037,Employed,0.231,11515,Home Purchase,Single,1,Owner,No Previous Loan,5583,High School,0.0,21407,1
2779,670,89727,Employed,0.269,9627,Home Purchase,Married,3,Renter,Paid in Full,1516,Bachelor,0.0,37573,1
2780,602,39571,Employed,0.149,5460,Education,Married,1,Renter,No Previous Loan,5922,High School,0.0,14888,0
2781,743,62929,Self-employed,0.217,16315,Personal Expenses,Single,3,Owner,Paid in Full,3041,High School,0.0,29222,1
2782,674,0,Unemployed,0.227,21393,Home Purchase,Divorced,1,Living with Parents,Paid in Full,7591,High School,0.0,0,0
2783,755,88580,Self-employed,0.329,22619,Car Purchase,Single,2,Owner,Paid in Full,8692,Bachelor,1081.264627141021,40717,1
2784,760,27268,Self-employed,0.275,15997,Car Purchase,Married,1,Renter,No Previous Loan,21196,Bachelor,0.0,12952,0
2785,777,39222,Employed,0.1,37872,Home Purchase,Single,0,Owner,No Previous Loan,57620,Bachelor,0.0,19047,1
2786,625,0,Unemployed,0.179,15448,Education,Single,1,Renter,No Previous Loan,7684,Master or above,0.0,0,0
2787,611,52696,Employed,0.107,9961,Home Purchase,Single,0,Renter,No Previous Loan,7961,Bachelor,0.0,20123,0
